imp_delta,alb_delta,veg_delta,tree_delta,mean_cooling,median_cooling,max_cooling,pct_1deg,pct_05deg,n_extremes
-0.3,0.2,0.3500000000000001,0.5000000000000001,-1.1681823247028313,-1.113197166903633,-4.28165913299139,56.598201981757335,82.5251000721832,7549
-0.3,0.2,0.40000000000000013,0.15,-1.157869963269174,-1.1111224291742938,-4.154257810865001,56.668198831177364,82.65808654540679,7559
-0.3,0.2,0.40000000000000013,0.2,-1.1688432665538933,-1.1141038741508422,-4.151561535153942,56.82966852641943,82.67148014440433,7553
-0.3,0.2,0.40000000000000013,0.25,-1.1702026815599826,-1.1136766476158437,-4.180428571258144,56.82966852641943,82.69773547751888,7553
-0.3,0.2,0.40000000000000013,0.30000000000000004,-1.1698435340593327,-1.1132787055320696,-4.150444842134075,56.7922299514372,82.66176663604148,7550
-0.3,0.2,0.40000000000000013,0.3500000000000001,-1.1704243646608432,-1.113312316645472,-4.1472496159416,56.867248507119896,82.68915283155063,7549
-0.3,0.2,0.40000000000000013,0.4000000000000001,-1.1733652891891175,-1.1142174548382155,-4.216112523350454,56.860686396745194,82.68259072117593,7549
-0.3,0.2,0.40000000000000013,0.45000000000000007,-1.1747303525101431,-1.1151415919923142,-4.186635858569698,56.88320209973753,82.67060367454067,7548
-0.3,0.2,0.40000000000000013,0.5000000000000001,-1.175747056554497,-1.1149475260032822,-4.322937167440013,56.88320209973753,82.67060367454067,7548
-0.3,0.2,0.4500000000000001,0.15,-1.1665876349567215,-1.1170266287044042,-4.254539347444133,56.99369582348306,82.6569477278697,7560
-0.3,0.2,0.4500000000000001,0.2,-1.1774504356077915,-1.120205448762708,-4.251843250547008,57.197243190022974,82.75024614374796,7553
-0.3,0.2,0.4500000000000001,0.25,-1.1783338484083126,-1.11978782146085,-4.25051248744543,57.180362299816224,82.78419532685744,7552
-0.3,0.2,0.4500000000000001,0.30000000000000004,-1.1778189394357739,-1.1197189444818492,-4.222624795523392,57.155981363606536,82.74164971454819,7549
-0.3,0.2,0.4500000000000001,0.3500000000000001,-1.17839208271043,-1.11978782146085,-4.219288594279842,57.21128608923885,82.76902887139109,7548
-0.3,0.2,0.4500000000000001,0.4000000000000001,-1.1813628257899578,-1.1201321542370066,-4.25106192306097,57.204724409448815,82.75590551181102,7548
-0.3,0.2,0.4500000000000001,0.45000000000000007,-1.1829941769251469,-1.1203377421185157,-4.28817392066534,57.22065481267633,82.75047569057149,7547
-0.3,0.2,0.4500000000000001,0.5000000000000001,-1.1840166952327926,-1.1203377421185157,-4.424475140128688,57.22721606193819,82.75047569057149,7547
-0.3,0.2,0.5000000000000001,0.15,-1.1736794256880274,-1.1202065292659178,-4.274074292932109,57.2554169402495,82.64609323703218,7558
-0.3,0.2,0.5000000000000001,0.2,-1.1844156795503475,-1.1238193524440536,-4.271378196034984,57.45225438078362,82.73282142153967,7551
-0.3,0.2,0.5000000000000001,0.25,-1.1852725109253992,-1.1228330066117178,-4.268868910160767,57.482278813336826,82.77106852192176,7552
-0.3,0.2,0.5000000000000001,0.30000000000000004,-1.1846163745349383,-1.1228093076303896,-4.266578244057404,57.447506561679795,82.72965879265092,7548
-0.3,0.2,0.5000000000000001,0.3500000000000001,-1.185180593283172,-1.122798403884274,-4.228849775348262,57.502788530936286,82.75703693983334,7547
-0.3,0.2,0.5000000000000001,0.4000000000000001,-1.1881645293811884,-1.1236501261418965,-4.260623163734035,57.489666032412565,82.75047569057149,7547
-0.3,0.2,0.5000000000000001,0.45000000000000007,-1.1899580885878236,-1.1240915668161722,-4.297734356675701,57.50557669597166,82.74504658181341,7546
-0.3,0.2,0.5000000000000001,0.5000000000000001,-1.1909839535463358,-1.1240915668161722,-4.434035903964595,57.51213751476184,82.74504658181341,7546
-0.4,0.0,0.1,0.15,-1.1692278026842364,-1.1685078201804382,-3.9701732841232262,59.82195457223277,82.55547555148262,7511
-0.4,0.0,0.1,0.2,-1.1781147442218112,-1.176967716093797,-4.0075062957504235,60.0444822398116,82.59959442663701,7501
-0.4,0.0,0.1,0.25,-1.1816098928697565,-1.1767000584375584,-4.093099333341406,60.02748151540928,82.62775633056337,7505
-0.4,0.0,0.1,0.30000000000000004,-1.1810370389200728,-1.1765903829269662,-4.089848734433935,60.02354634050625,82.55608607495584,7499
-0.4,0.0,0.1,0.3500000000000001,-1.1811674450324838,-1.1768079185391125,-4.092548228795812,60.01569550716107,82.55836766725525,7497
-0.4,0.0,0.1,0.4000000000000001,-1.1834096949963069,-1.1770716140135398,-4.130808450277136,60.02877509646197,82.58452684585704,7497
-0.4,0.0,0.1,0.45000000000000007,-1.1827210742427854,-1.1769472623612267,-4.0696064010217645,60.03531489111242,82.59106664050749,7497
-0.4,0.0,0.1,0.5000000000000001,-1.1848254465388128,-1.1772362673632166,-4.1326403394296625,60.03531489111242,82.58452684585704,7497
-0.4,0.0,0.15000000000000002,0.15,-1.1806262234017337,-1.1755283302720652,-3.9920110550620995,60.39441787328834,83.01775535608989,7525
-0.4,0.0,0.15000000000000002,0.2,-1.1896573285746666,-1.1809900651341623,-4.029344007084652,60.606259002226004,83.06926803718738,7514
-0.4,0.0,0.15000000000000002,0.25,-1.192885877810628,-1.1814008278456083,-4.1139794960573175,60.591971711086366,83.09213542007727,7517
-0.4,0.0,0.15000000000000002,0.30000000000000004,-1.1924121635714227,-1.181326295279575,-4.110728956754492,60.57868551976957,83.03875360041896,7512
-0.4,0.0,0.15000000000000002,0.3500000000000001,-1.1927063272503906,-1.1816934660368996,-4.113428510721014,60.62054068207109,83.0660469987563,7511
-0.4,0.0,0.15000000000000002,0.4000000000000001,-1.1949162971571508,-1.1821727094075196,-4.152473911354824,60.583846053148314,83.06061002749051,7510
-0.4,0.0,0.15000000000000002,0.45000000000000007,-1.1942794870018119,-1.1824144782488428,-4.090486742551611,60.60348213116901,83.06061002749051,7510
-0.4,0.0,0.15000000000000002,0.5000000000000001,-1.1963868404953615,-1.1825478801754303,-4.153520561750219,60.61002749050923,83.06061002749051,7510
-0.4,0.0,0.20000000000000004,0.15,-1.191116378286439,-1.18150407038428,-3.99534265668182,60.79716795594599,83.40107512783533,7534
-0.4,0.0,0.20000000000000004,0.2,-1.201123715909183,-1.188555282235023,-4.032675549099728,61.00517659393224,83.4480047179084,7527
-0.4,0.0,0.20000000000000004,0.25,-1.2041864643845148,-1.1887481487959972,-4.107085682447241,60.99095556429413,83.45130423384454,7530
-0.4,0.0,0.20000000000000004,0.30000000000000004,-1.2038379404577415,-1.1886438980805105,-4.10383508353977,60.97497051500459,83.41632813523785,7526
-0.4,0.0,0.20000000000000004,0.3500000000000001,-1.2041732685523932,-1.1895656876205196,-4.106534518297003,60.997182729476506,83.44362183057066,7525
-0.4,0.0,0.20000000000000004,0.4000000000000001,-1.2063322403989503,-1.189629015395297,-4.155805393765255,60.98264002620374,83.42613822469703,7523
-0.4,0.0,0.20000000000000004,0.45000000000000007,-1.2057753851526185,-1.189629015395297,-4.092302605221554,61.008843760235834,83.42613822469703,7523
-0.4,0.0,0.20000000000000004,0.5000000000000001,-1.2078853066307171,-1.189629015395297,-4.154771491596981,61.008843760235834,83.42613822469703,7523
-0.4,0.0,0.25000000000000006,0.15,-1.1997743007056847,-1.185929145238223,-3.9936285463073693,60.94763745985976,83.64899403630645,7529
-0.4,0.0,0.25000000000000006,0.2,-1.211381742266647,-1.1936786879468437,-4.030961557934567,61.280387916912396,83.74287399252998,7527
-0.4,0.0,0.25000000000000006,0.25,-1.214237904379346,-1.194123943831134,-4.121726848180578,61.22689736531656,83.74623148512256,7530
-0.4,0.0,0.25000000000000006,0.30000000000000004,-1.213780954111323,-1.1940342956570522,-4.1184761896684625,61.21994365458953,83.69258992334403,7525
-0.4,0.0,0.25000000000000006,0.3500000000000001,-1.214165319115227,-1.1945804253171657,-4.121175743634985,61.23558700209644,83.72641509433963,7524
-0.4,0.0,0.25000000000000006,0.4000000000000001,-1.2166266106662362,-1.1951469946792566,-4.159435845907018,61.229035639413,83.71986373165619,7524
-0.4,0.0,0.25000000000000006,0.45000000000000007,-1.216051832989593,-1.194773473557239,-4.098234154279516,61.2381264330167,83.72093023255815,7523
-0.4,0.0,0.25000000000000006,0.5000000000000001,-1.2181622623566637,-1.1950431186756536,-4.16126779466419,61.244677366524726,83.72748116606617,7523
-0.4,0.0,0.30000000000000004,0.15,-1.2087609923178395,-1.1946083884413454,-4.006747282300548,61.21271714192068,83.79547689282202,7533
-0.4,0.0,0.30000000000000004,0.2,-1.2196307850687214,-1.201333152809374,-4.030346490438268,61.49259599004062,83.868431398244,7526
-0.4,0.0,0.30000000000000004,0.25,-1.2222340005259074,-1.202611273916785,-4.121726848180578,61.47191821220264,83.85870633724359,7529
-0.4,0.0,0.30000000000000004,0.30000000000000004,-1.2218815263052687,-1.202661482469506,-4.1184761896684625,61.449256371617636,83.81052217781563,7525
-0.4,0.0,0.30000000000000004,0.3500000000000001,-1.222301648533597,-1.2034072147217552,-4.121175743634985,61.464884696016775,83.83778825995807,7524
-0.4,0.0,0.30000000000000004,0.4000000000000001,-1.224835632335961,-1.2041094761259594,-4.159435845907018,61.47798742138365,83.83778825995807,7524
-0.4,0.0,0.30000000000000004,0.45000000000000007,-1.224381348300116,-1.2040704403991862,-4.098234154279516,61.49361283982968,83.82574516868654,7523
-0.4,0.0,0.30000000000000004,0.5000000000000001,-1.2264933441892174,-1.2041485118527324,-4.16126779466419,61.49361283982968,83.82574516868654,7523
-0.4,0.0,0.3500000000000001,0.15,-1.216721307985685,-1.2001414833213362,-4.106565623554922,61.47444298820446,83.74180865006554,7528
-0.4,0.0,0.3500000000000001,0.2,-1.2273456634907922,-1.2101801612493495,-4.132565974268652,61.74351585014409,83.82892323814514,7520
-0.4,0.0,0.3500000000000001,0.25,-1.2299347286221614,-1.210998231048059,-4.160471051010824,61.74408700779664,83.8301775535609,7525
-0.4,0.0,0.3500000000000001,0.30000000000000004,-1.2294228523105843,-1.2106058062559644,-4.155088700349615,61.723866911186796,83.77652606759234,7520
-0.4,0.0,0.3500000000000001,0.3500000000000001,-1.229853541022118,-1.211239379783934,-4.157788015897558,61.74602135044862,83.81033466500753,7519
-0.4,0.0,0.3500000000000001,0.4000000000000001,-1.232476615475124,-1.2118644685241118,-4.206144600186087,61.74602135044862,83.80378544763902,7519
-0.4,0.0,0.3500000000000001,0.45000000000000007,-1.2321475073084234,-1.211971608848086,-4.145353898117825,61.774721676489854,83.7917485265226,7518
-0.4,0.0,0.3500000000000001,0.5000000000000001,-1.234263878792649,-1.2121169138812604,-4.209985791716314,61.774721676489854,83.7917485265226,7518
-0.4,0.0,0.40000000000000013,0.15,-1.2241375977861833,-1.2064487970913913,-4.132974601541118,61.611529642974126,83.83884703570259,7523
-0.4,0.0,0.40000000000000013,0.2,-1.2349765198219649,-1.2144453151152712,-4.1477709105345975,61.908191997904524,83.91068037456617,7517
-0.4,0.0,0.40000000000000013,0.25,-1.2369399019551126,-1.2159347175594588,-4.175384022290991,61.89415771548337,83.93371757925073,7520
-0.4,0.0,0.40000000000000013,0.30000000000000004,-1.2363932774955022,-1.214582319805797,-4.172133482988165,61.86485070717653,83.87899423782085,7516
-0.4,0.0,0.40000000000000013,0.3500000000000001,-1.2368089607000605,-1.2156684804690376,-4.174832798536108,61.906632619655596,83.91278727165586,7515
-0.4,0.0,0.40000000000000013,0.4000000000000001,-1.2394870159429743,-1.2160862839647728,-4.225839689085766,61.906632619655596,83.90623976952793,7515
-0.4,0.0,0.40000000000000013,0.45000000000000007,-1.23940889060126,-1.2160185192359168,-4.171509429524227,61.91567369385884,83.89419929291607,7514
-0.4,0.0,0.40000000000000013,0.5000000000000001,-1.2415303827016728,-1.216242140862073,-4.233978584120556,61.91567369385884,83.89419929291607,7514
-0.4,0.0,0.4500000000000001,0.15,-1.232745323519571,-1.213143106815605,-4.234657681737499,61.839261151503244,83.84751424641384,7521
-0.4,0.0,0.4500000000000001,0.2,-1.2434586523587419,-1.2211427534673076,-4.262765573349701,62.14482126489459,83.92038758674872,7514
-0.4,0.0,0.4500000000000001,0.25,-1.2451737709069888,-1.2223330005779922,-4.2714277673632965,62.108709888670596,83.94237066142763,7518
-0.4,0.0,0.4500000000000001,0.30000000000000004,-1.244470544035078,-1.2220661984057175,-4.269137190666901,62.10553882414561,83.89419929291607,7514
-0.4,0.0,0.4500000000000001,0.3500000000000001,-1.2448785347711673,-1.2224046847373418,-4.240470893676565,62.14075286415712,83.9279869067103,7513
-0.4,0.0,0.4500000000000001,0.4000000000000001,-1.2475861823597285,-1.2227389188795512,-4.290786817381664,62.14075286415712,83.91489361702128,7513
-0.4,0.0,0.4500000000000001,0.45000000000000007,-1.2477738276340846,-1.2228429848234135,-4.236456647227093,62.149777428646246,83.90940036658812,7512
-0.4,0.0,0.4500000000000001,0.5000000000000001,-1.2499009105026515,-1.2230946047028355,-4.3142521150451465,62.143231212359254,83.90940036658812,7512
-0.4,0.0,0.5000000000000001,0.15,-1.2400212331810259,-1.2186020339506094,-4.273500129292294,61.946554886036154,83.84202253078334,7520
-0.4,0.0,0.5000000000000001,0.2,-1.2507172817864345,-1.223895525058024,-4.349558578816162,62.24302736676706,83.93348173366505,7514
-0.4,0.0,0.5000000000000001,0.25,-1.2520734274490561,-1.2248390039789028,-4.366062717524277,62.235609979700094,83.94342217274573,7517
-0.4,0.0,0.5000000000000001,0.30000000000000004,-1.251338007137955,-1.2238533482285359,-4.363772081223236,62.219312602291325,83.89525368248772,7513
-0.4,0.0,0.5000000000000001,0.3500000000000001,-1.2517370999668276,-1.2251829219020611,-4.269432254131124,62.261063105525004,83.92903901544906,7512
-0.4,0.0,0.5000000000000001,0.4000000000000001,-1.2544579264378612,-1.225663483178117,-4.32820056350021,62.261063105525004,83.9159465828751,7512
-0.4,0.0,0.5000000000000001,0.45000000000000007,-1.2548074987867683,-1.225647334231587,-4.312428965876385,62.263533416246645,83.91045362309355,7511
-0.4,0.0,0.5000000000000001,0.5000000000000001,-1.256937848860641,-1.2258196535540702,-4.374897166798397,62.25698762846108,83.91045362309355,7511
-0.4,0.1,0.1,0.15,-1.1553463443018965,-1.1439242709318487,-3.998743340084835,57.99044940145222,82.15477202852097,7501
-0.4,0.1,0.1,0.2,-1.165671585335634,-1.1510678687647826,-4.036076351712032,58.13877444248251,82.23137793473285,7497
-0.4,0.1,0.1,0.25,-1.1686063742204196,-1.1511525193674048,-4.10671434551029,58.11261526388072,82.2379177293833,7497
-0.4,0.1,0.1,0.30000000000000004,-1.1683495596047209,-1.1513795708534809,-4.103463806207464,58.08813913953185,82.17601673859029,7494
-0.4,0.1,0.1,0.3500000000000001,-1.1686855679706636,-1.1515157136369372,-4.106163360173986,58.110493625367766,82.19679633867277,7493
-0.4,0.1,0.1,0.4000000000000001,-1.1713531301835745,-1.1516755191487935,-4.1592062559822045,58.11809324527562,82.2337016935853,7495
-0.4,0.1,0.1,0.45000000000000007,-1.1708939587052651,-1.1526860193309698,-4.095702990601345,58.133908722374784,82.21524780959854,7494
-0.4,0.1,0.1,0.5000000000000001,-1.1731846579499046,-1.1525619865943857,-4.158171936581417,58.130107878391634,82.20987250735534,7493
-0.4,0.1,0.15000000000000002,0.15,-1.1659736740110591,-1.1496137489247795,-4.020581111023708,58.41130668062553,82.61466989465418,7505
-0.4,0.1,0.15000000000000002,0.2,-1.1765467447957307,-1.1582575090892169,-4.057914063046261,58.52685288153333,82.70425852031138,7501
-0.4,0.1,0.15000000000000002,0.25,-1.1794318524804444,-1.1582486125967169,-4.1275945678308466,58.50451393431898,82.7031270443543,7502
-0.4,0.1,0.15000000000000002,0.30000000000000004,-1.179165652339438,-1.158307997107511,-4.124344028528021,58.47995290731899,82.66073647720583,7499
-0.4,0.1,0.15000000000000002,0.3500000000000001,-1.179551807020335,-1.1587013080673283,-4.127043463285253,58.50882930019621,82.69457161543492,7498
-0.4,0.1,0.15000000000000002,0.4000000000000001,-1.182081780300421,-1.1588892238774966,-4.181043967316433,58.489208633093526,82.69457161543492,7498
-0.4,0.1,0.15000000000000002,0.45000000000000007,-1.1817849819130115,-1.1598225995205569,-4.1175409999587975,58.50882930019621,82.68803139306736,7498
-0.4,0.1,0.15000000000000002,0.5000000000000001,-1.1841857974967673,-1.1600048680131327,-4.180009856531902,58.50882930019621,82.68803139306736,7498
-0.4,0.1,0.20000000000000004,0.15,-1.1770191666933123,-1.156359834829999,-4.023912712643429,58.83701132866217,82.9873616659027,7517
-0.4,0.1,0.20000000000000004,0.2,-1.1881291353798318,-1.1672642673553453,-4.061245843479916,58.93944353518822,83.11620294599018,7513
-0.4,0.1,0.20000000000000004,0.25,-1.1908464599993263,-1.166456025682149,-4.129714771817013,58.93675527039414,83.09545633102003,7514
-0.4,0.1,0.20000000000000004,0.30000000000000004,-1.1905956958192343,-1.1664443575792656,-4.119324728558346,58.918635857825485,83.0660469987563,7511
-0.4,0.1,0.20000000000000004,0.3500000000000001,-1.190910935377299,-1.1672642673553453,-4.122024222920223,58.93055828261012,83.10098828457359,7509
-0.4,0.1,0.20000000000000004,0.4000000000000001,-1.1937273388641174,-1.1675166459833308,-4.1843754199245415,58.93827322118217,83.0987759376841,7511
-0.4,0.1,0.20000000000000004,0.45000000000000007,-1.1935098392720378,-1.1681954434578103,-4.1208727207878075,58.94481900896773,83.08568436211297,7511
-0.4,0.1,0.20000000000000004,0.5000000000000001,-1.1959128219658715,-1.1682734020953045,-4.183341398546978,58.95136479675329,83.08568436211297,7511
-0.4,0.1,0.25000000000000006,0.15,-1.1866598578388647,-1.163018902861851,-4.043885982785778,58.96411733892089,83.46647459402828,7516
-0.4,0.1,0.25000000000000006,0.2,-1.1987031808849984,-1.1721072028904773,-4.05953167350082,59.17392158146233,83.56352687045886,7511
-0.4,0.1,0.25000000000000006,0.25,-1.2012118862644252,-1.1712456279351984,-4.135341860349462,59.131971720345646,83.56899711966483,7512
-0.4,0.1,0.25000000000000006,0.30000000000000004,-1.2009660966923887,-1.171720670660386,-4.132091321046636,59.11381634923751,83.51331893448524,7509
-0.4,0.1,0.25000000000000006,0.3500000000000001,-1.2014408553144726,-1.1721341877020572,-4.134790755803869,59.129581151832454,83.56020942408377,7508
-0.4,0.1,0.25000000000000006,0.4000000000000001,-1.2042233600674515,-1.172876309016488,-4.182661458561703,59.13999607304143,83.57222331304405,7509
-0.4,0.1,0.25000000000000006,0.45000000000000007,-1.2041005359368884,-1.1732675938587471,-4.119158670018002,59.153085934943384,83.57222331304405,7509
-0.4,0.1,0.25000000000000006,0.5000000000000001,-1.2065037116692514,-1.173429110794253,-4.190781868253307,59.153085934943384,83.57222331304405,7509
-0.4,0.1,0.30000000000000004,0.15,-1.1953687622247724,-1.1725429694247924,-4.0869953997474475,59.34001178550383,83.51993714397958,7515
-0.4,0.1,0.30000000000000004,0.2,-1.2072351893272055,-1.1819477197766974,-4.089778102193431,59.51695248069119,83.58423877470872,7510
-0.4,0.1,0.30000000000000004,0.25,-1.2093773664676786,-1.1813828400220248,-4.181853561672903,59.503861762010736,83.55805733734782,7510
-0.4,0.1,0.30000000000000004,0.30000000000000004,-1.2092352140782263,-1.1813008351631866,-4.148382275376059,59.489528795811516,83.52094240837697,7508
-0.4,0.1,0.30000000000000004,0.3500000000000001,-1.209745648593434,-1.1817949895868285,-4.143111228022314,59.51181205418493,83.55474118185982,7507
-0.4,0.1,0.30000000000000004,0.4000000000000001,-1.212601131076466,-1.1822430891189561,-4.210424630913473,59.53534031413612,83.55366492146597,7508
-0.4,0.1,0.30000000000000004,0.45000000000000007,-1.2125992277633613,-1.1822430891189561,-4.116512462208553,59.541884816753935,83.54712041884817,7508
-0.4,0.1,0.30000000000000004,0.5000000000000001,-1.2150038116968855,-1.1825596350985899,-4.233891285214977,59.548429319371735,83.54712041884817,7508
-0.4,0.1,0.3500000000000001,0.15,-1.2035224317149977,-1.1780861765894508,-4.1651882222029935,59.612489363094845,83.5569810826733,7511
-0.4,0.1,0.3500000000000001,0.2,-1.215148935198988,-1.1886233062118747,-4.191188870939947,59.70686383563436,83.63541189557024,7505
-0.4,0.1,0.3500000000000001,0.25,-1.2170493942340845,-1.1872052737231757,-4.221672086987234,59.67414774586142,83.5961525878427,7505
-0.4,0.1,0.3500000000000001,0.30000000000000004,-1.2168618840727388,-1.1872052737231757,-4.188883184466101,59.67942427216225,83.5655871769709,7503
-0.4,0.1,0.3500000000000001,0.3500000000000001,-1.2173828384805594,-1.1872478105540496,-4.183612107310034,59.695145885123644,83.59937197435562,7502
-0.4,0.1,0.3500000000000001,0.4000000000000001,-1.220327711486352,-1.1888112879743211,-4.2673455467555295,59.699051357540064,83.59829898593392,7503
-0.4,0.1,0.3500000000000001,0.45000000000000007,-1.2204512139049994,-1.1888112879743211,-4.200240789923407,59.71213608112529,83.59175662414131,7503
-0.4,0.1,0.3500000000000001,0.5000000000000001,-1.2228600737662298,-1.1883573632643663,-4.290638207468725,59.71867844291789,83.59175662414131,7503
-0.4,0.1,0.40000000000000013,0.15,-1.2110498974399881,-1.181890517488084,-4.213222659383373,59.80892553330715,83.62125376259651,7506
-0.4,0.1,0.40000000000000013,0.2,-1.2228906107128024,-1.1898802043504464,-4.216005481038646,59.95682323694884,83.69750098129008,7502
-0.4,0.1,0.40000000000000013,0.25,-1.2243924766947443,-1.18947723776281,-4.244872457538204,59.950281303153204,83.67133324610755,7502
-0.4,0.1,0.40000000000000013,0.30000000000000004,-1.2240581005837399,-1.1889392533960934,-4.209819472585277,59.93589743589743,83.6342229199372,7500
-0.4,0.1,0.40000000000000013,0.3500000000000001,-1.2245640611791513,-1.1897134564483218,-4.206624097381191,59.94505853881876,83.66799659886193,7499
-0.4,0.1,0.40000000000000013,0.4000000000000001,-1.2275644400788532,-1.1905621734418907,-4.272576301369406,59.96206174777603,83.66692830978545,7500
-0.4,0.1,0.40000000000000013,0.45000000000000007,-1.2279390429830233,-1.1905745401766539,-4.205471544537283,59.968602825745684,83.6603872318158,7500
-0.4,0.1,0.40000000000000013,0.5000000000000001,-1.2303530994143714,-1.1906108853162136,-4.32752836421545,59.98168498168498,83.6603872318158,7500
-0.4,0.1,0.4500000000000001,0.15,-1.2198462029009545,-1.187189910680476,-4.315874821696834,59.98560397853684,83.70632116215155,7506
-0.4,0.1,0.4500000000000001,0.2,-1.2314537481639882,-1.19503781909959,-4.318657732759075,60.17137624280482,83.7650444793302,7500
-0.4,0.1,0.4500000000000001,0.25,-1.2325911315923164,-1.1951236693223841,-4.317327029262142,60.17791732077447,83.73233908948194,7500
-0.4,0.1,0.4500000000000001,0.30000000000000004,-1.2321020563115197,-1.1952334612679305,-4.284228957448558,60.15696533682146,83.69522563767168,7498
-0.4,0.1,0.4500000000000001,0.3500000000000001,-1.2326003223828093,-1.1952646414326809,-4.281033641849117,60.16611078412137,83.72899090968544,7497
-0.4,0.1,0.4500000000000001,0.4000000000000001,-1.2356307481555362,-1.196685735097554,-4.319356754133984,60.176586003924136,83.72138652714193,7498
-0.4,0.1,0.4500000000000001,0.45000000000000007,-1.2362713488250392,-1.1967464980440603,-4.295135415349559,60.18312622629169,83.72138652714193,7498
-0.4,0.1,0.4500000000000001,0.5000000000000001,-1.2386909523433378,-1.1967120215037172,-4.431436754022197,60.18312622629169,83.72138652714193,7498
-0.4,0.1,0.5000000000000001,0.15,-1.2271209923414605,-1.1901939043190963,-4.335409618173198,60.13871622063731,83.6615847673886,7505
-0.4,0.1,0.5000000000000001,0.2,-1.238711367744695,-1.1972584675547016,-4.362951235857712,60.315279958137104,83.77158555729984,7500
-0.4,0.1,0.5000000000000001,0.25,-1.239602562128662,-1.197730239964372,-4.373560504999863,60.29565672422815,83.7388801674516,7500
-0.4,0.1,0.5000000000000001,0.30000000000000004,-1.2390829328453472,-1.1979405596330719,-4.3712698985011444,60.281229561805105,83.70176586003925,7498
-0.4,0.1,0.5000000000000001,0.3500000000000001,-1.239572328647674,-1.1983903462773626,-4.294418945620342,60.290366882479894,83.73553070433589,7497
-0.4,0.1,0.5000000000000001,0.4000000000000001,-1.2426165541497982,-1.199137531746978,-4.356770500252529,60.30085022890779,83.72792674950948,7498
-0.4,0.1,0.5000000000000001,0.45000000000000007,-1.243419406235817,-1.199230569873827,-4.340998843024059,60.307390451275346,83.72792674950948,7498
-0.4,0.1,0.5000000000000001,0.5000000000000001,-1.2458424131793324,-1.199230569873827,-4.440997488055782,60.307390451275346,83.72792674950948,7498
-0.4,0.2,0.1,0.15,-1.1548833094904953,-1.143023719831016,-3.998743340084835,57.96807536307732,82.12089493654324,7502
-0.4,0.2,0.1,0.2,-1.1653158487061255,-1.150648082173475,-4.036076351712032,58.13983910000654,82.19635031722153,7499
-0.4,0.2,0.1,0.25,-1.1682513101732726,-1.1495344908420086,-4.10671434551029,58.107135849303425,82.20289096736215,7499
-0.4,0.2,0.1,0.30000000000000004,-1.167886361327637,-1.1506990841905216,-4.103463806207464,58.07885960897142,82.14869548159288,7495
-0.4,0.2,0.1,0.3500000000000001,-1.168220538301245,-1.1512265320938975,-4.106163360173986,58.08813913953185,82.16293971492088,7494
-0.4,0.2,0.1,0.4000000000000001,-1.1706696859497687,-1.1514455373983394,-4.1592062559822045,58.08813913953185,82.18255525042501,7494
-0.4,0.2,0.1,0.45000000000000007,-1.1702106457966672,-1.1518421295761785,-4.095702990601345,58.10395554102647,82.17718208564891,7493
-0.4,0.2,0.1,0.5000000000000001,-1.1726105007102257,-1.151843906701636,-4.158171936581417,58.10395554102647,82.17718208564891,7493
-0.4,0.2,0.15000000000000002,0.15,-1.165726309292645,-1.1488863485363119,-4.020581111023708,58.39005235602094,82.59816753926702,7508
-0.4,0.2,0.15000000000000002,0.2,-1.1760825008252311,-1.1578945320111615,-4.057914063046261,58.52413973570587,82.65079157398927,7502
-0.4,0.2,0.15000000000000002,0.25,-1.178967665611359,-1.1571287179734093,-4.1275945678308466,58.501799149492975,82.6561988877985,7503
-0.4,0.2,0.15000000000000002,0.30000000000000004,-1.178592924332175,-1.1571850544753193,-4.124344028528021,58.47995290731899,82.62803322650272,7499
-0.4,0.2,0.15000000000000002,0.3500000000000001,-1.1790879027481234,-1.1577101539003927,-4.127043463285253,58.50611550788148,82.66727712734647,7499
-0.4,0.2,0.15000000000000002,0.4000000000000001,-1.1813972232243732,-1.1581612145660811,-4.181043967316433,58.48538355895625,82.66300438166242,7497
-0.4,0.2,0.15000000000000002,0.45000000000000007,-1.1811002409395734,-1.158853432935227,-4.1175409999587975,58.49846314825714,82.64992479236152,7497
-0.4,0.2,0.15000000000000002,0.5000000000000001,-1.1835008996126142,-1.1588601097343014,-4.180009856531902,58.49846314825714,82.64992479236152,7497
-0.4,0.2,0.20000000000000004,0.15,-1.176554625180221,-1.1561617553256531,-4.023912712643429,58.77537655533727,82.94695481335953,7518
-0.4,0.2,0.20000000000000004,0.2,-1.1876661184731758,-1.166368595707271,-4.061245843479916,58.93675527039414,83.08236218410372,7514
-0.4,0.2,0.20000000000000004,0.25,-1.190272902045446,-1.1656873121009597,-4.129714771817013,58.923661123477814,83.05617389027104,7514
-0.4,0.2,0.20000000000000004,0.30000000000000004,-1.1900233519360386,-1.1655488295991563,-4.119324728558346,58.91209007003992,83.04640963539963,7511
-0.4,0.2,0.20000000000000004,0.3500000000000001,-1.190558825298667,-1.1664676937850322,-4.122024222920223,58.93172743339661,83.07913857432742,7511
-0.4,0.2,0.20000000000000004,0.4000000000000001,-1.1930420100335413,-1.1666192825475323,-4.1843754199245415,58.927870140070695,83.06715538683073,7510
-0.4,0.2,0.20000000000000004,0.45000000000000007,-1.1928243212152463,-1.1671791271221765,-4.1208727207878075,58.93441549941092,83.05406466815029,7510
-0.4,0.2,0.20000000000000004,0.5000000000000001,-1.1952271468480917,-1.1671791271221765,-4.183341398546978,58.94096085875115,83.05406466815029,7510
