imp_delta,alb_delta,veg_delta,tree_delta,mean_cooling,median_cooling,max_cooling,pct_1deg,pct_05deg,n_extremes
-0.3,0.0,0.4500000000000001,0.45000000000000007,-1.197088728549579,-1.1520498737902582,-4.200645215068416,59.4628316259522,83.03782505910165,7560
-0.3,0.0,0.4500000000000001,0.5000000000000001,-1.197945082118402,-1.152480743179146,-4.291501558576183,59.4628316259522,83.03782505910165,7560
-0.3,0.0,0.5000000000000001,0.15,-1.1888144380331795,-1.1514398468515732,-4.17706797197874,59.317912997765795,83.04639243001708,7570
-0.3,0.0,0.5000000000000001,0.2,-1.1987259761959914,-1.1557769665065434,-4.252316730108963,59.56915801917773,83.08813871010115,7562
-0.3,0.0,0.5000000000000001,0.25,-1.1999645741235414,-1.1560917031349573,-4.268820839014755,59.58089732641398,83.09137489325363,7565
-0.3,0.0,0.5000000000000001,0.30000000000000004,-1.1992073909232865,-1.156119940999039,-4.266530262318359,59.5679012345679,83.06409246125558,7560
-0.3,0.0,0.5000000000000001,0.3500000000000001,-1.1995680786504743,-1.1562178813443484,-4.14132133797224,59.592908732764286,83.05975049244911,7558
-0.3,0.0,0.5000000000000001,0.4000000000000001,-1.2023456047649845,-1.1567605385047581,-4.182738511833883,59.5994747209455,83.05318450426789,7558
-0.3,0.0,0.5000000000000001,0.45000000000000007,-1.2039103587362863,-1.156819094727839,-4.210206276927547,59.61917268548916,83.06631648063033,7558
-0.3,0.0,0.5000000000000001,0.5000000000000001,-1.2047700161846444,-1.156819094727839,-4.301062411819057,59.61917268548916,83.06631648063033,7558
-0.3,0.1,0.1,0.15,-1.1035330187565684,-1.0704821444124475,-3.8855825431686206,54.42489495798319,81.30252100840336,7556
-0.3,0.1,0.1,0.2,-1.1123234694724224,-1.0732615778371783,-3.9161450035911365,54.50013119916033,81.21884019942273,7544
-0.3,0.1,0.1,0.25,-1.1152246326130897,-1.0729346126782067,-3.9940218098502918,54.47090467755691,81.25697041264843,7545
-0.3,0.1,0.1,0.30000000000000004,-1.1150566686374825,-1.072799090254224,-3.9640382297378345,54.447068083431716,81.23442214351306,7542
-0.3,0.1,0.1,0.3500000000000001,-1.1154659713549377,-1.0732321471639406,-3.960842824731426,54.48284908506591,81.25532891716402,7541
-0.3,0.1,0.1,0.4000000000000001,-1.1180798319141145,-1.0735870913539989,-3.9926162131171985,54.49298176570904,81.26721763085399,7542
-0.3,0.1,0.1,0.45000000000000007,-1.1188288635686559,-1.0743096016175522,-3.9746365316253467,54.52577725304998,81.27377672832218,7542
-0.3,0.1,0.1,0.5000000000000001,-1.1198310110104461,-1.0740327775268859,-4.110937274251537,54.5192181555818,81.28033582579037,7542
-0.3,0.1,0.15000000000000002,0.15,-1.1138483448870762,-1.0789697687536948,-3.8965415127616687,54.927450594182915,81.6689646116473,7557
-0.3,0.1,0.15000000000000002,0.2,-1.1229922991902068,-1.081771215892339,-3.92710391357954,55.045269649652276,81.62314656869178,7546
-0.3,0.1,0.15000000000000002,0.25,-1.1256264121901725,-1.0815274234847085,-4.004980719838695,54.99934391812098,81.64938984385252,7546
-0.3,0.1,0.15000000000000002,0.30000000000000004,-1.1254500066184567,-1.0816464230944165,-3.974997080121593,54.96228271564447,81.61364381764513,7543
-0.3,0.1,0.15000000000000002,0.3500000000000001,-1.1258025737881685,-1.0817194866542998,-3.971801794324474,55.020659801928254,81.64229028661376,7541
-0.3,0.1,0.15000000000000002,0.4000000000000001,-1.1286025966773736,-1.0822678051545198,-4.003575123105602,55.00819940964251,81.64644145621516,7543
-0.3,0.1,0.15000000000000002,0.45000000000000007,-1.1294033040353182,-1.0829862463059685,-3.98559544161375,55.047556575926535,81.65300098392916,7543
-0.3,0.1,0.15000000000000002,0.5000000000000001,-1.1302992128625786,-1.0830082092177078,-4.12189618423994,55.04394595303687,81.65420438147711,7542
-0.3,0.1,0.20000000000000004,0.15,-1.1251983797981138,-1.0879885293219806,-3.8965415127616687,55.34963196635121,82.13065194532071,7572
-0.3,0.1,0.20000000000000004,0.2,-1.134776386979344,-1.0913304803463375,-3.92710391357954,55.489887050170736,82.11189913317573,7560
-0.3,0.1,0.20000000000000004,0.25,-1.1372419846194723,-1.0907324013571174,-4.008796452555395,55.46361964801682,82.1184659837142,7560
-0.3,0.1,0.20000000000000004,0.30000000000000004,-1.137080798217769,-1.0906249664753889,-3.9753249874446164,55.426432932834345,82.08259470816098,7557
-0.3,0.1,0.20000000000000004,0.3500000000000001,-1.1374765670316902,-1.090937594269477,-3.971801794324474,55.47167334077332,82.11120593448435,7555
-0.3,0.1,0.20000000000000004,0.4000000000000001,-1.1402322805591623,-1.0913899684040604,-4.037367223772741,55.46218487394958,82.11003151260505,7556
-0.3,0.1,0.20000000000000004,0.45000000000000007,-1.141114343232518,-1.0917664417600965,-3.98559544161375,55.49501050420168,82.11659663865547,7556
-0.3,0.1,0.20000000000000004,0.5000000000000001,-1.1421187302980538,-1.0916298021678976,-4.12189618423994,55.49501050420168,82.11659663865547,7556
-0.3,0.1,0.25000000000000006,0.15,-1.1344825899972353,-1.0959982958845291,-3.9791996248107715,55.781106293522534,82.59755616870319,7566
-0.3,0.1,0.25000000000000006,0.2,-1.1453303997872653,-1.0996834341887407,-3.976503349099712,55.93487394957983,82.58928571428571,7556
-0.3,0.1,0.25000000000000006,0.25,-1.147695217488569,-1.0993767369416039,-4.054380095754222,55.91884971439826,82.61440483225002,7557
-0.3,0.1,0.25000000000000006,0.30000000000000004,-1.147537489597677,-1.0992525395516788,-4.02439645603712,55.89470920309834,82.57187869239858,7554
-0.3,0.1,0.25000000000000006,0.3500000000000001,-1.1479807993281892,-1.09950523820942,-4.021201170240001,55.93331583092676,82.5938566552901,7552
-0.3,0.1,0.25000000000000006,0.4000000000000001,-1.1508124394352024,-1.1004272800478754,-4.079806565317846,55.923859533967835,82.59271414506073,7553
-0.3,0.1,0.25000000000000006,0.45000000000000007,-1.151789248000224,-1.1007977328285792,-4.044167435918407,55.95011486708238,82.60584181161799,7553
-0.3,0.1,0.25000000000000006,0.5000000000000001,-1.1527939466157369,-1.1005299245023057,-4.180468625579433,55.95011486708238,82.60584181161799,7553
-0.3,0.1,0.30000000000000004,0.15,-1.1425992921687047,-1.1019922264622086,-4.022308922563152,56.22331691297209,82.51559934318556,7563
-0.3,0.1,0.30000000000000004,0.2,-1.1535923583130778,-1.1077429924837512,-4.027834176096655,56.36817226890757,82.50393907563026,7556
-0.3,0.1,0.30000000000000004,0.25,-1.1555939692434873,-1.1071764041642314,-4.1253898432585965,56.36817226890757,82.52363445378151,7556
-0.3,0.1,0.30000000000000004,0.30000000000000004,-1.1554282361593606,-1.1074799349330764,-4.09191852715943,56.35050869707909,82.4942566458812,7553
-0.3,0.1,0.30000000000000004,0.3500000000000001,-1.1559068342000116,-1.1075437861500186,-4.086647450003363,56.37592701975455,82.51624335499113,7551
-0.3,0.1,0.30000000000000004,0.4000000000000001,-1.1588116342440908,-1.1077651371779917,-4.153960972103811,56.379627198739826,82.52165922814387,7552
-0.3,0.1,0.30000000000000004,0.45000000000000007,-1.1599096399901818,-1.1089149520737545,-4.087276852880077,56.40588080861119,82.53478603307954,7552
-0.3,0.1,0.30000000000000004,0.5000000000000001,-1.160915842913485,-1.1089149520737545,-4.223578102145748,56.40588080861119,82.53478603307954,7552
-0.3,0.1,0.3500000000000001,0.15,-1.1507270263756442,-1.1075682198196042,-4.108724503788687,56.504892624942535,82.52446312471268,7561
-0.3,0.1,0.3500000000000001,0.2,-1.1615985272332343,-1.1136109018515614,-4.134725241932608,56.56426414598923,82.56531442825259,7554
-0.3,0.1,0.3500000000000001,0.25,-1.163466873170019,-1.1126418688685507,-4.165208338770605,56.58110680758879,82.57729928444823,7555
-0.3,0.1,0.3500000000000001,0.30000000000000004,-1.163145978348727,-1.1120203744442376,-4.132419555458761,56.55969022773512,82.53593227013192,7551
-0.3,0.1,0.3500000000000001,0.3500000000000001,-1.1636347206612507,-1.1128910570361976,-4.127148478302694,56.60476409213203,82.5447864033073,7549
-0.3,0.1,0.3500000000000001,0.4000000000000001,-1.166629749194001,-1.113686634007161,-4.210881679329611,56.59535372096075,82.54364089775561,7550
-0.3,0.1,0.3500000000000001,0.45000000000000007,-1.1678534022406566,-1.1140158936168723,-4.1437770715091,56.621603885024285,82.55676597978737,7550
-0.3,0.1,0.3500000000000001,0.5000000000000001,-1.1688645512870957,-1.1140158936168723,-4.2658702202182575,56.621603885024285,82.55676597978737,7550
-0.3,0.1,0.40000000000000013,0.15,-1.1584393796214136,-1.1115276121447177,-4.138468778882579,56.7075973471666,82.69091864206447,7559
-0.3,0.1,0.40000000000000013,0.2,-1.169413549490332,-1.114227071285168,-4.149929850373007,56.855923859533966,82.69773547751888,7553
-0.3,0.1,0.40000000000000013,0.25,-1.1707729644646334,-1.1138661448028002,-4.170439182791449,56.8427961929767,82.71086314407614,7553
-0.3,0.1,0.40000000000000013,0.30000000000000004,-1.170413318096455,-1.1138462463691254,-4.1376502206656705,56.818480115500726,82.68145425908912,7550
-0.3,0.1,0.40000000000000013,0.3500000000000001,-1.1708866065670018,-1.113915841877616,-4.132379143509604,56.88320209973753,82.70341207349081,7548
-0.3,0.1,0.40000000000000013,0.4000000000000001,-1.1739377064309742,-1.1151087922163754,-4.216112523350454,56.87381061749459,82.70227705230002,7549
-0.3,0.1,0.40000000000000013,0.45000000000000007,-1.175413211549775,-1.1160569498150261,-4.170846975598888,56.89349694861867,82.70227705230002,7549
-0.3,0.1,0.40000000000000013,0.5000000000000001,-1.1764299821615174,-1.1159136571704082,-4.307148165259914,56.89349694861867,82.70227705230002,7549
-0.3,0.1,0.4500000000000001,0.15,-1.1671570176764097,-1.117839106948831,-4.238750434671001,57.019963225636985,82.69634883110061,7560
-0.3,0.1,0.4500000000000001,0.2,-1.1780204005347688,-1.1205753858372351,-4.236054248366909,57.21693468985888,82.77650147686248,7553
-0.3,0.1,0.4500000000000001,0.25,-1.1789037828609932,-1.120040552805026,-4.234723574672298,57.186925702284064,82.79732213179312,7552
-0.3,0.1,0.4500000000000001,0.30000000000000004,-1.1783883752855577,-1.1200923624160626,-4.222624795523392,57.17566769473063,82.76133604567228,7549
-0.3,0.1,0.4500000000000001,0.3500000000000001,-1.1788534608149566,-1.1199887431939892,-4.203499621902065,57.22065481267633,82.78328193688078,7547
-0.3,0.1,0.4500000000000001,0.4000000000000001,-1.1819348949443598,-1.1203442826133083,-4.235272950683193,57.21128608923885,82.7755905511811,7548
-0.3,0.1,0.4500000000000001,0.45000000000000007,-1.1836772227241406,-1.1210233477180802,-4.272384948287563,57.23097112860892,82.78215223097114,7548
-0.3,0.1,0.4500000000000001,0.5000000000000001,-1.1846998079809652,-1.1209866130264645,-4.408685929332332,57.23753280839895,82.78215223097114,7548
-0.3,0.1,0.5000000000000001,0.15,-1.1742482072531757,-1.1204379605345043,-4.258285380158977,57.288246881155615,82.69205515430073,7558
-0.3,0.1,0.5000000000000001,0.2,-1.1849853118724707,-1.1242909278634354,-4.258259551611649,57.47850626763798,82.75907330839404,7551
-0.3,0.1,0.5000000000000001,0.25,-1.1858424278973214,-1.1232091467153626,-4.268868910160767,57.48884221580467,82.78419532685744,7552
-0.3,0.1,0.5000000000000001,0.30000000000000004,-1.1851855082986287,-1.1233005717826825,-4.266578244057404,57.46719160104987,82.74278215223097,7548
-0.3,0.1,0.5000000000000001,0.3500000000000001,-1.1856412310544917,-1.1232080297687248,-4.213060773168163,57.51213751476184,82.76472903818397,7546
-0.3,0.1,0.5000000000000001,0.4000000000000001,-1.1887362961746015,-1.1241264315149175,-4.244834161553936,57.49622728167443,82.7635981890952,7547
-0.3,0.1,0.5000000000000001,0.45000000000000007,-1.19064128176908,-1.1247977437794974,-4.2819456823211475,57.51591102946001,82.77015943835706,7547
-0.3,0.1,0.5000000000000001,0.5000000000000001,-1.1916672137531268,-1.1247977437794974,-4.418246931586818,57.52247227872187,82.77015943835706,7547
-0.3,0.2,0.1,0.15,-1.1032754742778568,-1.0703757386887753,-3.9013715155463977,54.41591700045964,81.26600564712062,7559
-0.3,0.2,0.1,0.2,-1.1117502714267855,-1.072870262720212,-3.9319340355735584,54.480451325111524,81.17948045132512,7544
-0.3,0.2,0.1,0.25,-1.1146514042805766,-1.0727338320882112,-4.009810722623424,54.45778390080693,81.21104769402349,7545
-0.3,0.2,0.1,0.30000000000000004,-1.1144839394204258,-1.072521863946644,-3.9798272021156116,54.44050898596353,81.16883116883116,7542
-0.3,0.2,0.1,0.3500000000000001,-1.1149981693997009,-1.072870262720212,-3.9766318567138477,54.486422668240856,81.2081857536403,7542
-0.3,0.2,0.1,0.4000000000000001,-1.1173988842737184,-1.073393963405847,-4.008405125890331,54.49596641962353,81.20941824621238,7541
-0.3,0.2,0.1,0.45000000000000007,-1.1181476629257436,-1.0735626125987805,-3.9904255636077686,54.53531842329639,81.20285957893356,7541
-0.3,0.2,0.1,0.5000000000000001,-1.1191497445989702,-1.0734082964805511,-4.126726306233959,54.52875975601758,81.21597691349119,7541
-0.3,0.2,0.15000000000000002,0.15,-1.1132742333629588,-1.0788252002316003,-3.9123305447440906,54.914319480007876,81.62300571203467,7557
-0.3,0.2,0.15000000000000002,0.2,-1.1224185392344717,-1.081583124777319,-3.9428929455619617,55.0321480120719,81.59690329353103,7546
-0.3,0.2,0.15000000000000002,0.25,-1.1251594932944067,-1.0814504968974445,-4.020769692216472,54.957023817334814,81.60225706974607,7547
-0.3,0.2,0.15000000000000002,0.30000000000000004,-1.1248767462714457,-1.0814504968974445,-3.990786112104015,54.92292554936044,81.5546080682191,7543
-0.3,0.2,0.15000000000000002,0.3500000000000001,-1.1253338491066947,-1.0816373427441413,-3.9875908263068958,54.97835497835498,81.59517250426342,7542
-0.3,0.2,0.15000000000000002,0.4000000000000001,-1.12792042063114,-1.0818789652050125,-4.019364035878734,54.965236783418604,81.58861340679523,7542
-0.3,0.2,0.15000000000000002,0.45000000000000007,-1.1287208715292012,-1.0827293085078242,-4.001384413991527,55.00459136822773,81.58861340679523,7542
-0.3,0.2,0.15000000000000002,0.5000000000000001,-1.1297230192975591,-1.0827293085078242,-4.137685216222362,55.00459136822773,81.58205430932703,7542
-0.3,0.2,0.20000000000000004,0.15,-1.1246245892942148,-1.0882347823940108,-3.9123305447440906,55.32991587802313,82.09779179810725,7572
-0.3,0.2,0.20000000000000004,0.2,-1.1342030763278639,-1.090549703894364,-3.9428929455619617,55.45705279747833,82.0856317310218,7560
-0.3,0.2,0.20000000000000004,0.25,-1.1366686741194207,-1.090549703894364,-4.020769692216472,55.41765169424744,82.0856317310218,7560
-0.3,0.2,0.20000000000000004,0.30000000000000004,-1.1365079874345803,-1.09050805147487,-3.990786112104015,55.393605147396755,82.04320136563588,7557
-0.3,0.2,0.20000000000000004,0.3500000000000001,-1.1370091545706806,-1.0907852121203085,-3.9875908263068958,55.44248949579832,82.07720588235294,7556
-0.3,0.2,0.20000000000000004,0.4000000000000001,-1.1395488568103995,-1.0910632085338157,-4.037367223772741,55.425720475283924,82.06525306899495,7555
-0.3,0.2,0.20000000000000004,0.45000000000000007,-1.1404306574341978,-1.0915553988843196,-4.001384413991527,55.45854395063349,82.07181776406486,7555
-0.3,0.2,0.20000000000000004,0.5000000000000001,-1.1414349784892184,-1.091224537923801,-4.137685216222362,55.45854395063349,82.07181776406486,7555
-0.3,0.2,0.25000000000000006,0.15,-1.1339119261072605,-1.095816564658626,-3.994988537583904,55.76139797661279,82.57784785179346,7566
-0.3,0.2,0.25000000000000006,0.2,-1.1447598772655312,-1.0990888393457285,-3.9922922618728443,55.91517857142857,82.54332983193278,7556
-0.3,0.2,0.25000000000000006,0.25,-1.1471246647346898,-1.0987319458643758,-4.070169008527355,55.899153043135705,82.56188037554986,7557
-0.3,0.2,0.25000000000000006,0.30000000000000004,-1.1469674357621817,-1.0987745828937503,-4.040185488019542,55.86845214651438,82.53249310752264,7554
-0.3,0.2,0.25000000000000006,0.3500000000000001,-1.147516812186789,-1.0990349018499936,-4.036990202222423,55.91073186741057,82.55333114538891,7553
-0.3,0.2,0.25000000000000006,0.4000000000000001,-1.1502397515255551,-1.0996666799705335,-4.079806565317846,55.90416803413193,82.54676731211028,7553
-0.3,0.2,0.25000000000000006,0.45000000000000007,-1.1511076399166977,-1.0999708027229933,-4.059956348691539,55.93331583092676,82.54791283801522,7552
-0.3,0.2,0.25000000000000006,0.5000000000000001,-1.1521122729125441,-1.099761969757888,-4.196257538352565,55.93331583092676,82.54791283801522,7552
-0.3,0.2,0.30000000000000004,0.15,-1.1422444142615744,-1.1019171744278289,-4.038097835336284,56.197858503580115,82.48045720291664,7565
-0.3,0.2,0.30000000000000004,0.2,-1.15302196350421,-1.1075241248239636,-4.035401559625225,56.3484768907563,82.47111344537815,7556
-0.3,0.2,0.30000000000000004,0.25,-1.1550235741226706,-1.106608733848204,-4.1253898432585965,56.3484768907563,82.49080882352942,7556
-0.3,0.2,0.30000000000000004,0.30000000000000004,-1.1548583398082901,-1.1068797248186608,-4.09191852715943,56.317689530685925,82.45487364620938,7553
-0.3,0.2,0.30000000000000004,0.3500000000000001,-1.1554435178205005,-1.1073335877961683,-4.086647450003363,56.34681018640063,82.48227881333683,7552
-0.3,0.2,0.30000000000000004,0.4000000000000001,-1.1582391041963684,-1.1076141794446699,-4.153960972103811,56.35337358886847,82.48227881333683,7552
-0.3,0.2,0.30000000000000004,0.45000000000000007,-1.159227663806961,-1.107765480697073,-4.103065765653209,56.37592701975455,82.48342849642319,7551
-0.3,0.2,0.30000000000000004,0.5000000000000001,-1.160233800831832,-1.107765480697073,-4.23936701491888,56.36936404804095,82.48342849642319,7551
-0.3,0.2,0.3500000000000001,0.15,-1.1501575253316252,-1.1075437861500186,-4.108724503788687,56.48519077953635,82.47849215209826,7561
-0.3,0.2,0.3500000000000001,0.2,-1.1610284543019886,-1.1126673563257983,-4.134725241932608,56.551135617697255,82.52592884337666,7554
-0.3,0.2,0.3500000000000001,0.25,-1.162896515612756,-1.111954571548045,-4.165208338770605,56.56797741744896,82.55104050416858,7555
-0.3,0.2,0.3500000000000001,0.30000000000000004,-1.1625764041981719,-1.1117025890518426,-4.132419555458761,56.53343834088075,82.49655443985037,7551
-0.3,0.2,0.3500000000000001,0.3500000000000001,-1.1631722196799723,-1.1121258988707112,-4.127148478302694,56.58222863892899,82.52395327470796,7550
-0.3,0.2,0.3500000000000001,0.4000000000000001,-1.166057541716307,-1.112953348362539,-4.210881679329611,56.575666097913114,82.52395327470796,7550
-0.3,0.2,0.3500000000000001,0.45000000000000007,-1.1671712417138034,-1.113197166903633,-4.145357883725719,56.598201981757335,82.5251000721832,7549
