fold,r2_raw,rmse_raw,mae_raw,n_test,climate_zone
1,0.9400186527784105,0.48665542467994577,0.38996020098639694,4035,Temperate oceanic (Cfb)
2,0.9249255967910494,0.5889874798096044,0.4414545426467943,4035,Temperate oceanic (Cfb)
3,0.856933524734706,0.5983441036618022,0.4631851434276517,4034,Temperate oceanic (Cfb)
4,0.9183313346041471,0.4739109201246931,0.3733573004455287,4034,Temperate oceanic (Cfb)
5,0.9213960359885908,0.45177623961335883,0.35434966556259256,4034,Temperate oceanic (Cfb)
