fold,r2_raw,rmse_raw,mae_raw,n_test
1,0.9869248368909698,0.7181034070366712,0.5002998112206899,8069
2,0.9724859592750381,0.6831264459829798,0.4870594724447261,8069
3,0.949855162478995,1.132362335390648,0.8010330164276048,8069
4,0.8877232603259365,1.0325405927399915,0.6569386412728129,8069
5,0.9805540049016394,0.6974769275225177,0.5339277631726751,8068
