feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115
-0.0208083,-1.6603707,-1.0384209,-1.4242448,-0.5743004,7.319828,-1.7146987,2.19592,5.1212597,-0.93835646,0.010143314,-0.111545384,1.5331031,-0.6871113,0.8851099,-1.2886924,-0.09915391,0.8557639,-1.048137,0.93618655,-0.3172174,-1.0241338,0.027777128,0.4799741,-0.60710824,-0.8449741,-0.5645624,-0.6698959,-0.655274,-0.8578595,-0.15570952,-0.96174145,-0.8709552,-0.93577355,-0.9060605,-0.940767,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,0.54983056,-1.330011,-0.36525068,-1.1714656,-2.1628523,3.6053088,0.0,-0.928462,0.535951,-0.050628755,-1.3814027,-1.4432188,-1.4658741,-1.3341962,-1.462419,0.4869939,0.9927509,0.5617364,-0.04425624,-0.7688887,-1.4206396,-0.44162935,2.0446644,0.9491586,-0.08499775,-0.49572152,0.67447484,0.71765083,-1.3565414,2.2366858,0.48558688,0.48822588,0.29097793,0.36177996,-0.40375426,2.7069817,-1.0361441,-0.21873331,2.9797635,-3.079742,0.40331507,0.92742383,-0.27636543,4.5271106,-0.85590696,-0.50074226,0.22668532,-0.19418229,2.1305578,0.50028396,-0.50028396,0.0,-0.060670137,-0.36264545,0.22402236,-0.9277879,0.29784897,-1.2808357,0.63033056,-0.3230944
0.3755515,-0.7655019,-0.31243303,-0.73724246,-0.23611887,-0.26604322,-0.35034937,-0.30700994,0.0973338,-0.011763881,-0.02749581,0.24575825,0.20811327,-0.6765066,1.8580796,-0.49608675,-0.09915391,0.950358,-1.048137,1.9435894,-0.3172174,0.06796401,-0.3333068,0.4799741,0.49606016,0.5754309,0.05202805,0.60476905,1.6137929,0.20902322,0.3179608,0.98249316,1.4185629,1.0541466,0.66007996,0.954271,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,-0.50612617,-0.95294845,0.92142284,-1.1844162,0.6748466,-0.5288983,0.0,-0.21318847,-0.15095384,-0.70729184,-0.07717765,0.49010056,0.042934496,0.69468874,0.40892708,0.9118111,-0.21514215,0.5617364,-0.04425624,0.8446112,0.74370617,-0.44162935,-0.758396,-0.6882345,-0.92721903,1.2783605,0.67447484,-0.9235489,0.7983486,-0.6212359,0.52039844,0.52371824,0.62996787,0.36177996,-0.75272137,0.6153471,0.7028811,-0.21873331,-0.13998081,0.5429136,0.40331507,-1.4099846,-0.34873086,-0.4648217,-0.24148534,-0.50074226,-0.15094844,-0.19418229,0.4867014,-0.4171928,0.4171928,0.0,-0.13777259,0.45244876,2.143185,-0.60817534,-1.4961674,1.3744079,-0.8221115,-0.70557755
-0.8135279,-1.8592266,-1.6805416,-1.5396272,0.31456816,-0.9835597,0.73935014,-0.028011069,-1.0883157,-0.18807505,0.021417275,-2.3681114,1.7289708,-1.5959055,-1.1975337,-1.4956279,-0.09915391,-1.8971695,1.4165342,-0.3757681,-0.3172174,-0.6027147,-1.1537317,0.4799741,0.9688466,0.5525914,-0.21942881,2.1934626,1.4157705,0.16014305,0.10943431,1.1423644,1.185928,1.3989688,0.95837474,0.50762683,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,0.09936313,-1.4236382,-0.29624987,-1.8401786,-2.675358,1.5624138,0.0,-0.8636191,-1.5917976,0.5686494,-1.6848379,-1.0300648,-1.2724371,-0.62197196,-1.1408175,1.9724964,1.6450831,0.5617364,-0.04425624,-1.0284355,-1.4206396,-0.44162935,1.3067442,1.1758308,1.2047058,-1.2916253,0.67447484,0.008178915,-1.9863068,2.10974,-1.7977033,-1.6349214,-1.7929626,-1.9718555,0.4610707,-0.5570691,-0.6667929,-0.21873331,-0.13998081,0.5926121,0.40331507,-0.4413001,-0.9475203,1.7633369,0.7415893,-0.50074226,-0.57525116,-0.19418229,0.59519523,-1.3346696,1.3346696,0.0,0.19657248,-0.75353605,-0.19521992,-0.6411652,1.1180279,-0.6336133,0.7044069,0.060369376
0.3755515,0.20266634,0.5912476,-0.026648954,-0.18490784,-0.18156584,0.12697744,-0.20268105,-0.39519635,-0.64999866,-0.034619465,-0.24151438,-0.07994789,-0.9528914,2.6719673,-0.31069168,-0.09915391,-0.49697793,0.03645027,-0.3757681,-0.3172174,0.455922,0.26747587,0.4799741,0.023273693,0.15663615,-0.26799116,2.2236278,1.6654804,0.895338,-0.15570952,1.5501211,0.123970635,0.75734675,0.6346339,0.7874543,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,0.06964283,0.51596874,-0.7642677,-0.5452277,0.6748466,-0.3289364,0.0,-0.42268723,0.51437944,2.4237807,-0.07756967,-0.51618487,0.042934496,-0.66444093,-0.4558037,-0.026202882,0.16665491,0.5617364,-0.04425624,0.013882157,0.38733017,-0.44162935,0.7164466,0.94770855,0.42708763,-0.31422934,0.67447484,0.7187106,-0.22246993,0.73543555,0.5106013,0.5137295,0.5681844,0.36177996,1.0055462,0.25990215,-1.101957,0.29517415,-0.13998081,-1.4279158,-3.629973,0.7349944,0.14387195,0.52071,-1.3474443,0.2052708,-0.7672969,0.5870393,-1.0199773,0.50028396,-0.50028396,0.0,-0.15179415,-0.4977881,-0.00033515625,0.5181275,0.29189333,-0.8495521,0.6853479,0.24973275
0.77191126,0.7581527,-0.36224303,-0.12609775,-1.315236,1.0631391,-0.86901194,-0.11935397,1.2338392,-2.465885,-0.05266745,0.6279701,-1.038677,0.70890474,1.0476052,0.8269397,-0.09915391,0.79970866,-1.0437143,-0.27937478,-0.3172174,0.43635234,-0.7886015,0.4799741,-0.1343218,2.4878337,-0.5645624,-0.2500569,-0.6476697,0.6391231,-0.15570952,0.29667008,-0.14438981,1.5474696,0.4686463,0.7832081,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,-0.99781525,-0.598939,1.6976889,0.5413081,0.6748466,-0.526381,0.0,0.8433812,0.47707933,-1.0765265,-0.3245988,-0.24998342,1.5517431,-0.19266781,-0.26644608,0.845225,-0.6465537,-1.9370054,-0.04425624,-0.46717632,1.1201392,3.1328886,-0.8187656,-1.0485996,-0.9588775,1.09678,-2.321909,-1.4610409,-0.98207635,-0.7207952,-2.1530313,-2.1378238,-1.4121339,0.36177996,1.6032428,1.6096783,-1.101957,-0.21873331,-0.13998081,0.76232755,-1.539047,-1.4432188,0.19281602,-0.5076709,-0.27220643,0.08760195,-0.024913022,-0.19418229,0.14078575,0.50028396,-0.50028396,0.0,-0.16030887,-0.8978271,0.6877311,-0.48192027,-1.2178726,0.91539896,-1.0462813,-1.3610206
-0.8135279,1.2302929,-0.24762021,1.4732975,0.910951,-0.9835597,1.2883263,0.5879755,-1.0883157,-0.18807505,-0.051851362,1.5393136,-1.1741321,-1.0218236,-1.1975337,2.6635919,-0.09915391,0.15554044,1.4165342,-0.3757681,-0.3172174,0.8930265,-1.1537317,0.4799741,-0.60710824,-0.8449741,-0.5645624,-0.6698959,-0.655274,-0.8578595,-0.15570952,-0.96174145,-0.8709552,-0.93577355,-0.9060605,-0.940767,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,2.2894266,-1.745884,-1.8614342,-0.87832785,-2.1801972,-0.18351477,0.0,-0.928462,-0.571973,2.6903207,-1.7302359,-1.331001,-1.4658741,-1.0117984,-1.4106259,-0.81131524,0.42907616,0.5617364,-0.04425624,-1.2286417,-1.4206396,-0.44162935,0.20464127,0.63230556,1.200787,-0.34552434,0.67447484,0.8906835,-2.1654065,3.2022917,-2.2271392,-2.271918,-2.6928785,-2.8857317,1.6032428,-0.8707532,-1.0302511,-0.21873331,-0.13998081,0.751498,0.40331507,0.6548302,1.5952989,0.1618479,0.95663685,-0.50074226,2.1083403,-0.19418229,0.9166068,0.50028396,-0.50028396,0.0,-0.15371175,-1.1484888,0.18450183,-0.7250948,0.6181383,-1.253534,2.3196268,-0.03208401
-1.2098876,0.098578796,0.0029338032,-0.05638334,-0.14013365,-0.19514093,-0.12434955,-0.15163553,-0.18167935,-0.18807505,-0.03707118,0.107170835,-0.15385044,-0.07405634,-0.010311778,-0.15952104,-0.09915391,,,,,-0.21557544,-0.1676753,-2.0834458,-0.60710824,-0.8449741,-0.5645624,-0.6698959,-0.655274,-0.8578595,-0.15570952,-0.96174145,-0.8709552,-0.93577355,-0.9060605,-0.940767,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,3.3297532,-0.75257987,-2.9550307,-0.69073373,-2.8700159,4.03292,0.0,-0.928462,0.34225246,2.1088226,-0.0010146783,-0.99055547,-1.4658741,-1.355597,-0.8622828,-2.3016765,0.15004735,0.5617364,-0.04425624,-1.0878943,-1.4206396,-0.44162935,4.1398306,2.8949947,1.7248335,-1.9662873,0.67447484,0.5770475,-1.5015845,2.010819,0.4582555,0.46035996,0.02482841,0.36177996,-0.88949704,-0.6630706,1.1181558,-0.21873331,-0.13998081,-2.40473,0.40331507,0.89189684,-1.1737875,4.2057414,0.49582064,-0.50074226,-0.7672969,-0.19418229,-1.4830345,-1.7934079,1.7934079,0.0,-0.15051433,-0.38817966,-1.6128817,1.9223502,1.8942462,-1.5576373,1.5926094,0.87249184
1.1682711,-0.6697065,0.033614468,-0.6025656,-0.2115377,1.1585817,-0.53912187,0.019670729,1.3045528,0.71558076,-0.01754723,0.8084841,0.3571199,0.17411774,2.5827026,-0.7332579,-0.09915391,,-1.048137,-0.3757681,-0.3172174,0.45725822,-0.36396545,0.4799741,-0.60710824,-0.8449741,-0.5645624,-0.6698959,-0.655274,-0.8578595,-0.15570952,-0.96174145,-0.8709552,-0.93577355,-0.9060605,-0.940767,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,-1.1214043,0.585306,0.8655974,0.7186422,0.6748466,-0.5308013,0.0,1.5002642,0.5367667,-0.94457376,-0.40058568,-0.37106207,1.2110444,-0.31827322,-0.37841803,0.4780508,0.33159593,-1.3727734,-0.04425624,0.76216453,0.80153596,0.7498766,-0.8187656,-0.9762105,-1.3359725,1.1158798,-1.5056897,-1.5201887,0.3585947,-0.68257433,0.53554296,0.53915894,0.77744347,0.36177996,-0.84637886,-0.72231346,1.4826936,-0.116515666,-0.13998081,0.6328203,0.09426034,0.7640776,-0.39790267,-0.5076709,0.7646301,-0.13302712,0.07563094,-0.19418229,0.9303305,0.50028396,-0.50028396,0.0,-0.13991512,0.18414217,0.5941882,-0.7282857,-0.9767172,0.68084604,-0.979694,0.074000046
-1.2098876,0.098578796,0.0029338032,-0.05638334,-0.14013365,-0.19514093,-0.12434955,-0.15163553,-0.18167935,-0.18807505,-0.03707118,0.107170835,-0.15385044,-0.07405634,-0.010311778,-0.15952104,-0.09915391,,,,,-0.21557544,-0.1676753,-2.0834458,0.18086918,-0.45839286,0.17587343,0.6036738,0.21271159,2.1626978,0.93637896,0.8666626,-0.02157682,0.32419014,1.6526623,0.5207902,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,-0.42696333,-0.6427801,0.506558,0.18311067,0.6748466,-0.52362424,0.0,-0.21318847,-2.502189,-0.5842051,-1.1699344,-0.3949228,0.042934496,-0.0046264143,-0.5202158,-2.5879922,0.10265447,0.5617364,-0.04425624,1.8864143,0.38733017,-0.44162935,-0.5323135,-0.5891584,-0.44968656,-1.3479888,0.67447484,-0.047629073,2.6783593,-0.21333812,0.6802465,0.6866924,2.1865468,0.36177996,-1.1534019,-0.7340507,-0.45764223,-0.21873331,-0.13998081,-1.4819247,0.40331507,0.70259804,-1.1737875,-0.3362741,0.12716764,-0.50074226,-0.7672969,-0.19418229,-1.521809,0.50028396,-0.50028396,0.0,-0.15051433,2.6343076,-1.4328802,2.1373641,0.9800094,-0.6752339,-0.7347565,4.829925
-0.0208083,-0.6219392,-0.702656,-0.6381799,-0.20241567,1.5324825,-0.08059076,0.7915169,1.0818149,0.7107238,-0.037110697,0.62366503,-0.32436043,-0.9219891,-1.1975337,0.22888984,-0.09915391,-1.4909614,0.9604598,0.38504174,-0.3172174,-1.1006339,0.4899586,0.4799741,0.33846468,0.36386776,1.3118111,2.0468466,0.5877683,0.62658995,-0.15403444,0.76870495,0.23842421,0.72030973,0.7590162,1.090353,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,-0.32535073,0.69862884,-0.3471319,-0.94881964,-0.19952343,-0.19100447,0.0,-0.42268723,0.045740098,-0.31727555,-1.3842666,-1.2836899,0.042934496,-1.1106515,-1.3198041,-0.17283797,0.021608744,0.5617364,-0.04425624,-0.014745405,0.38733017,-0.44162935,0.22421962,0.73796153,0.9327303,-0.7467739,0.67447484,0.6403181,0.056868028,1.2342058,0.5114387,0.51458335,0.5427199,0.36177996,-1.3542942,-0.7231902,1.0873888,-0.21873331,-0.13998081,-1.4034562,0.40331507,-1.3790531,-0.33369336,0.027944146,1.7246639,-0.50074226,0.3735598,-0.19418229,1.2411919,0.30914298,-0.30914298,0.0,-0.14095111,0.017995061,-0.19149122,-0.7935991,0.8829938,-1.1556702,1.1385409,-0.024357902
3.15007,0.6767584,1.9220694,0.3162973,-0.518054,0.91985786,-0.9863693,-0.28513062,1.3198669,-0.5192696,-0.027041046,-0.15339744,0.22461204,0.53351235,1.3914926,-0.75476384,-0.09915391,-0.5423232,-0.105997406,-0.030278105,-0.3172174,2.2495098,-0.16880214,0.4799741,0.33846468,2.058251,-0.54328555,6.7815623,-0.6434161,-0.6725862,-0.15570952,0.10660293,0.5024878,0.4875057,1.2946838,0.381938,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,-0.3910921,-0.7893747,0.7711063,-0.34826496,0.6748466,-0.08849062,0.0,0.083087526,-0.40660954,-0.31159726,-0.111774586,0.82937545,0.042934496,1.1661006,0.69625956,0.17132786,-0.035987258,0.5617364,-0.04425624,-0.39065453,-1.4206396,-0.44162935,-0.54912513,-0.2795611,-0.31675586,0.80396473,0.67447484,0.34141743,-1.1945924,-0.7207952,-2.1803784,-2.1657054,-1.6784339,-2.8857317,1.6032428,-0.8707532,-1.101957,-0.21873331,-0.13998081,0.76232755,0.40331507,0.6548302,0.6516859,-0.22915107,-0.73302263,1.3819592,0.008152582,0.06622491,0.47257796,0.50028396,-0.50028396,0.0,-0.1564912,-0.9103823,0.99942565,-0.6036783,-0.8620853,0.793495,-0.28817523,-1.3465465
1.1682711,1.5817726,0.8867486,0.78062546,-0.5803525,0.25121352,-0.6595511,-0.6738162,0.41239646,0.81116605,-0.04811216,0.30726877,-0.6586751,-0.38271388,-1.1037306,1.0988646,-0.09915391,,-1.048137,-0.3757681,-0.3172174,-0.98771024,2.1646156,0.4799741,-0.60710824,-0.8449741,-0.5645624,-0.6698959,-0.655274,-0.8578595,-0.15570952,-0.96174145,-0.8709552,-0.93577355,-0.9060605,-0.940767,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,-1.1440096,-1.0472888,2.3065917,-1.115822,0.6748466,-0.42875755,0.0,-0.21318847,0.024946844,-1.0962447,0.035051417,0.62812775,1.5517431,0.8302587,0.5447146,0.10243121,0.58272696,-1.9370054,-0.04425624,-1.1712916,0.92364067,0.7498766,-0.8187656,-0.9745356,-1.2574869,1.4413694,-0.7904239,-1.1405107,-1.3151542,-0.7207952,-2.2107637,-2.196685,-1.9743228,-2.8857317,1.6032428,-0.8707532,-0.95460314,-0.21873331,-0.13998081,0.76232755,0.40331507,0.6548302,0.84626204,-0.37912327,1.4788953,-0.50074226,2.381636,-0.19418229,0.49427187,0.50028396,-0.50028396,0.0,-0.16015159,-1.1671133,2.2593205,-0.6105659,-1.6806189,1.5039122,-0.9967797,-0.663998
1.1682711,-0.59916747,-0.25879186,-0.71623373,-0.8739926,0.95441335,-0.89529014,-0.49495143,0.85351896,-1.4364953,-0.02815846,1.0374726,0.054464694,0.93502456,0.6770543,-0.5908988,-0.09915391,0.95739263,-0.8826734,1.3833439,0.2781372,0.88127667,-1.1537317,0.4799741,0.49606016,0.7152737,0.04669231,1.0817403,0.25154078,1.258102,-0.15570952,1.1458554,0.9136501,1.2743531,1.0062951,1.2521148,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,-0.52392656,0.07616251,0.58498675,0.517992,0.6748466,-0.48986587,0.0,-0.42268723,-0.74410975,-0.538637,-2.1766207,-1.6375473,0.042934496,-1.2179778,-1.7396325,-0.3612704,-0.5955973,0.5617364,-0.04425624,0.70121765,0.38733017,-0.44162935,0.4052726,0.34195125,1.9509392,-0.9002987,0.67447484,0.59928966,0.11524162,-0.7175963,0.41906562,0.4204037,-0.3567971,0.36177996,-0.052085653,-0.72432286,-1.101957,-0.21873331,-0.13998081,0.75493383,0.40331507,0.6960393,-0.26645494,-0.4005479,-1.3474443,-0.50074226,-0.7672969,-0.19418229,-0.5495426,0.50028396,-0.50028396,0.0,-0.1470269,0.033233836,-1.1723243,-0.06448999,0.5145133,-1.4631745,2.9827356,-0.52312094
0.77191126,0.7981737,1.279984,0.6066321,-0.12401698,-0.6748455,0.21439365,-0.31379077,-0.7246464,-0.11792365,-0.037765592,-0.7620442,-0.10682341,0.12918858,1.4900696,-0.18172209,-0.09915391,0.2155163,-0.05476989,-0.3757681,-0.29019693,1.7619121,-0.36717194,0.4799741,0.18086918,0.50501794,-0.26365402,-0.02834524,0.4235442,1.511501,0.08609956,1.0001273,0.31686202,0.062461954,1.1939645,1.6834118,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,-0.78700864,-1.2324793,1.3341945,-0.6915057,0.6748466,-0.020963944,0.0,-0.42268723,-0.7171434,-0.8165601,-0.5919125,0.2363454,0.042934496,0.58227867,0.1097493,0.120924,-1.1817901,0.5617364,-0.04425624,-0.49754992,0.38733017,-0.44162935,-0.24457495,-0.36882082,0.0046958677,-0.3300155,0.12889671,0.06774904,0.36319447,0.04721141,0.5406072,0.5443222,0.82675827,0.36177996,0.14365703,-0.7300253,-1.101957,-0.21873331,-0.13998081,-0.4717078,0.40331507,0.98280555,0.32057104,0.18862866,-1.3474443,-0.50074226,-0.7672969,-0.19418229,-1.2359638,0.50028396,-0.50028396,0.0,-0.15545,-0.68095005,0.07746887,0.99158233,0.3766049,-0.2058942,0.21951419,0.24440753
1.1682711,-1.2758496,-0.037213676,-0.9609961,0.45936653,-0.16597572,-0.015717033,0.2412959,0.954877,-0.358093,0.010000513,-0.86844987,1.2896533,0.42059547,0.90917206,-1.1740236,-0.09915391,0.7277937,-0.52607673,1.1109607,-0.3172174,0.15513556,-0.117181994,0.4799741,-0.60710824,-0.8449741,-0.5645624,-0.6698959,-0.655274,-0.8578595,-0.15570952,-0.96174145,-0.8709552,-0.93577355,-0.9060605,-0.940767,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,0.6598743,-0.5016226,-0.41735724,0.08755417,-0.8199452,0.4404791,0.0,-0.7242068,0.31159967,1.5624303,0.14686756,-0.6733344,-0.85654753,-0.98653114,-0.5621507,-0.6660143,-0.34979156,0.5617364,-0.04425624,0.027303364,-1.4206396,-0.44162935,0.71447545,0.8720324,0.88699293,-1.0975229,0.67447484,0.53980565,-1.2769958,-0.27782595,0.2790804,0.27768078,-1.221212,0.36177996,0.90035754,2.947166,-0.90342766,-0.21873331,0.52185076,0.47836182,0.40331507,0.692967,-0.07162915,0.7510244,0.035004396,-0.50074226,-0.050736323,-0.19418229,0.72399,0.50028396,-0.50028396,0.0,-0.10316109,-0.41190547,-1.1427596,-0.677069,0.5493101,-0.84816307,0.5425495,-0.0950412
-1.2098876,0.098578796,0.0029338032,-0.05638334,-0.14013365,-0.19514093,-0.12434955,-0.15163553,-0.18167935,-0.18807505,-0.03707118,0.107170835,-0.15385044,-0.07405634,-0.010311778,-0.15952104,-0.09915391,,,,,-0.21557544,-0.1676753,-2.0834458,1.9144195,0.5804331,1.2611614,0.7932961,-0.50710326,1.1372292,-0.15570952,0.4878468,1.3113778,0.49367854,1.5060688,0.5101215,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,-1.0903968,-0.44643757,1.3654019,0.6018877,0.6748466,-0.3985,0.0,3.6852713,-1.3514146,-0.8434574,0.7017877,1.6142263,1.5517431,1.8583311,1.4970082,0.38410822,-0.9885624,-1.9370054,-0.04425624,1.8864143,1.3013695,7.1877313,-0.8187656,-1.0485996,-1.4528224,1.5759654,-2.321909,-2.8783114,2.8692646,-0.7200211,0.6793671,0.68579584,2.177984,0.36177996,-1.1538641,-0.7389437,-0.5940678,-0.21368723,-0.13998081,0.7457378,0.31988603,-1.4301347,-1.1737875,-0.34698638,-0.8866281,0.9701183,-0.7672969,-0.06397869,-1.521809,0.50028396,-0.50028396,0.0,-0.15051433,2.7723498,1.0964565,2.1373641,-2.060148,1.8548208,-1.7403599,4.11666
-0.8135279,0.47912106,0.13054201,1.1426626,1.6649534,-0.9835597,1.9823927,1.3667628,-1.0883157,-0.18807505,-0.044835832,-0.41975245,-0.53405154,-1.0216005,-1.1975337,1.4481126,-0.09915391,0.20350096,1.4165342,-0.3757681,-0.3172174,1.2878461,-1.1537317,0.4799741,-0.60710824,-0.8449741,-0.5645624,-0.6698959,-0.655274,-0.8578595,-0.15570952,-0.96174145,-0.8709552,-0.93577355,-0.9060605,-0.940767,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,-0.52516645,0.49459156,0.4860567,-0.16058896,0.6748466,-0.41704434,0.0,-0.42268723,0.59718084,-0.569599,-0.9869231,-1.0930562,0.042934496,-1.0396229,-1.1000988,0.612664,1.0230787,0.5617364,-0.04425624,-0.22980778,0.38733017,-0.44162935,-0.50394446,0.14230095,0.7599053,-1.2145448,0.67447484,0.73133945,-0.28996295,-0.4944444,-2.0558271,-2.0387185,-0.46557155,0.36177996,1.6032428,1.0760468,-0.88099575,-0.21873331,-0.13998081,0.72704643,0.40331507,0.6977768,1.2966334,-0.4541094,0.80303144,-0.50074226,1.5552969,-0.19418229,1.322965,0.50028396,-0.50028396,0.0,-0.14517751,-0.64806944,-1.1280874,-0.80882496,0.9658469,-1.683793,1.3223574,-0.13307817
-0.41716808,0.42030504,-0.06869648,0.3015631,-0.2312501,-0.7191086,0.21275924,-0.4496955,-0.87725455,-0.34922698,-0.048031546,-1.0796154,-0.6323476,0.6190353,0.4229017,0.3760658,-0.09915391,0.3377904,0.85412925,-0.3757681,-0.3172174,1.0805416,-1.1537317,0.4799741,-0.60710824,-0.8449741,-0.5645624,-0.6698959,-0.655274,-0.8578595,-0.15570952,-0.96174145,-0.8709552,-0.93577355,-0.9060605,-0.940767,-0.06842766,-0.092335284,-0.005196807,-0.07715411,0.12852187,0.11415701,-0.031027863,-0.026661154,-0.05012119,-0.022514336,,,,,,0.024789767,-0.042282887,-0.066280745,0.033890195,-0.22243457,-0.9644255,0.57511973,1.0148379,-0.076975346,0.6748466,-0.5308013,0.0,0.20248474,0.8771846,-0.7951899,0.48143622,0.6880806,1.5517431,0.7155891,0.66892684,0.19270962,-0.066148825,-1.9370054,-0.04425624,-0.17610408,0.80153596,0.7498766,-0.8187656,-0.82409686,-0.9332077,1.1432141,-0.94507605,0.17796828,0.48816627,-0.7207952,0.4727465,0.47513437,0.16593985,0.36177996,0.12050759,-0.729116,-1.101957,-0.21873331,-0.13998081,0.76232755,0.40331507,-1.4083275,0.29081905,-0.5076709,-0.36436966,-0.50074226,0.57735634,-0.19418229,0.386202,0.50028396,-0.50028396,0.0,-0.15369691,-0.42912537,1.1453959,-0.57507557,-0.3859164,1.2862928,-1.3019412,0.27894488
